1,1193
1,661
1,914
1,3408
1,2355
1,1197
1,1287
1,2804
1,594
1,919
1,595
1,938
1,2398
1,2918
1,1035
1,2791
1,2687
1,2018
1,3105
1,2797
1,2321
1,720
1,1270
1,527
1,2340
1,48
1,1097
1,1721
1,1545
1,745
1,2294
1,3186
1,1566
1,588
1,1907
1,783
1,1836
1,1022
1,2762
1,150
1,1
1,1961
1,1962
1,2692
1,260
1,1028
1,1029
1,1207
1,2028
1,531
1,3114
1,608
1,1246
2,1357
2,3068
2,1537
2,647
2,2194
2,648
2,2268
2,2628
2,1103
2,2916
2,3468
2,1210
2,1792
2,1687
2,1213
2,3578
2,2881
2,3030
2,1217
2,3105
2,434
2,2126
2,3107
2,3108
2,3035
2,1253
2,1610
2,292
2,2236
2,3071
2,902
2,368
2,1259
2,3147
2,1544
2,1293
2,1188
2,3255
2,3256
2,3257
2,110
2,2278
2,2490
2,1834
2,3471
2,589
2,1690
2,3654
2,2852
2,1945
2,982
2,1873
2,2858
2,1225
2,2028
2,515
2,442
2,2312
2,265
2,1408
2,1084
2,3699
2,480
2,1442
2,2067
2,1265
2,1370
2,1193
2,1801
2,1372
2,2353
2,3334
2,2427
2,590
2,1196
2,1552
2,736
2,1198
2,593
2,2359
2,95
2,2717
2,2571
2,1917
2,2396
2,3735
2,1953
2,1597
2,3809
2,1954
2,1955
2,235
2,1124
2,1957
2,163
2,21
2,165
2,2321
2,1090
2,380
2,2501
2,349
2,457
2,1096
2,920
2,459
2,1527
2,3418
2,1385
2,3451
2,3095
2,780
2,498
2,2728
2,2002
2,1962
2,1784
2,2943
2,2006
2,318
2,1207
2,1968
2,3678
2,1244
2,356
2,1245
2,1246
2,3893
2,1247
3,3421
3,1641
3,648
3,1394
3,3534
3,104
3,2735
3,1210
3,1431
3,3868
3,1079
3,2997
3,1615
3,1291
3,1259
3,653
3,2167
3,1580
3,3619
3,260
3,2858
3,3114
3,1049
3,1261
3,552
3,480
3,1265
3,1266
3,733
3,1196
3,590
3,2355
3,1197
3,1198
3,1378
3,593
3,1379
3,3552
3,1304
3,1270
3,2470
3,3168
3,2617
3,1961
3,3671
3,2006
3,2871
3,2115
3,1968
3,1136
3,2081
4,3468
4,1210
4,2951
4,1214
4,1036
4,260
4,2028
4,480
4,1196
4,1198
4,1954
4,1097
4,3418
4,3702
4,2366
4,1387
4,3527
4,1201
4,2692
4,2947
4,1240
5,2987
5,2333
5,1175
5,39
5,288
5,2337
5,1535
5,1392
5,2268
5,1466
5,860
5,1683
5,866
5,1684
5,2916
5,2770
5,215
5,1759
5,501
5,3578
5,506
5,1250
5,3793
5,509
5,41
5,1610
5,2058
5,3799
5,2997
5,47
5,2700
5,296
5,581
5,1617
